#id	length	8Cell_Ctrl_rep1	8Cell_Ctrl_rep2	8Cell_Ctrl_rep3	8Cell_siKlf5_rep1	8Cell_siKlf5_rep2	8Cell_siKlf5_rep3
2310065F04Rik	2724	0	0	0	0	0	0
2310067B10Rik	4996	121	210	207	168	220	197
2310068J16Rik	1121	85	117	128	99	78	128
2310069B03Rik	1831	6	0	0	0	1	0
2310069G16Rik	862	4	10	4	0	4	0
2310075C17Rik	449	0	0	0	0	0	0
2310079G19Rik	879	0	0	0	0	2	0
2310081J21Rik	1082	2	0	0	0	0	0
2400006E01Rik	1060	146	215	179	184	127	100
2410002F23Rik	1982	1082	1028	998	1761	1325	1194
2410003L11Rik	612	14	22	32	31	25	2
2410004B18Rik	975	575	919	814	647	557	523
2410004I01Rik	954	1	0	4	4	0	0
2410004P03Rik	1798	2	4	8	7	5	9
2410006H16Rik	461	596	692	680	780	757	874
2410012E07Rik	1357	6	27	1	13	5	3
2410015M20Rik	755	147	256	203	251	210	207
2410016O06Rik	2346	1202	1408	1377	1456	1445	1318
2410017I17Rik	1511	0	0	0	0	1	0
2410018L13Rik	1407	12	32	22	49	14	16
2410021H03Rik	762	5	2	1	0	3	8
2410089E03Rik	10469	1469	1812	1671	2157	1873	1671
2410124H12Rik	705	0	2	2	1	0	0
2410127L17Rik	2094	718	934	879	921	914	624
2410131K14Rik	2670	154	156	166	178	105	94
2410137M14Rik	865	0	1	0	8	6	6
2410141K09Rik	1719	518	575	589	485	444	576
2500002B13Rik	902	60	74	92	28	14	36
2500004C02Rik	1898	56	35	22	77	28	23
2510002D24Rik	1232	75	84	86	154	39	117
2510003B16Rik	548	10	19	14	16	13	23
2510009E07Rik	5164	93	97	69	138	108	119
2510039O18Rik	2731	728	995	796	999	699	770
2610001J05Rik	1803	97	120	70	149	166	173
2610002M06Rik	5841	66	52	30	60	112	115
2610005L07Rik	4009	462	490	328	423	293	430
2610008E11Rik	4229	26	26	46	89	42	54
2610015P09Rik	3643	114	185	110	178	76	134
2610016A17Rik	474	3	0	0	0	1	1
2610020C07Rik	2156	128	161	164	142	90	127
2610020H08Rik	2348	222	206	214	177	171	190
2610027K06Rik	2326	16	40	24	78	26	39
2610028E06Rik	3543	2	2	2	3	6	10
2610028H24Rik	1763	15	45	21	12	12	17
2610035D17Rik	1848	16	2	6	13	6	5
2610035F20Rik	1149	0	0	0	0	2	0
2610037D02Rik	3631	5	2	6	8	6	3
2610042L04Rik	1885	0	0	0	0	0	0
2610044O15Rik8	1776	438	534	428	509	484	511
2610100L16Rik	1363	0	0	0	0	0	0
2610203C22Rik	1245	13	13	13	10	7	20
2610206C17Rik	1717	124	72	79	118	126	90
2610301B20Rik	2118	5	4	4	8	18	0
2610305D13Rik	2561	1546	2193	2224	2029	1529	1558
2610306M01Rik	1034	13	18	22	37	22	26
2610307P16Rik	2716	43	91	75	73	44	44
2610316D01Rik	922	5	0	6	4	0	11
2610318N02Rik	1266	103	180	182	103	113	67
2610507B11Rik	7443	6580	7561	7852	8053	6891	6217
2610507I01Rik	2905	270	419	486	377	195	253
2610524H06Rik	945	139	193	228	236	165	151
2610528A11Rik	756	17	5	0	7	5	23
2610528J11Rik	915	24	16	42	12	8	6
2700029M09Rik	1183	1062	1293	1368	1274	1262	1474
2700038G22Rik	1370	448	535	440	557	381	493
2700046A07Rik	2133	0	0	0	0	0	10
2700046G09Rik	1641	2	0	0	0	2	0
2700049A03Rik	5763	745	968	1136	1107	867	759
2700054A10Rik	4348	30	22	38	10	2	42
2700060E02Rik	1510	528	741	770	997	666	616
2700062C07Rik	1032	953	1176	1117	1212	1133	1142
2700069I18Rik	782	0	0	0	0	0	0
2700070H01Rik	1746	25	50	30	17	15	39
2700081O15Rik	4989	84	118	88	136	116	91
2700089I24Rik	1827	0	0	0	0	0	0
2700094K13Rik	679	333	297	313	473	416	390
2700097O09Rik	1187	165	173	110	166	151	90
2700099C18Rik	1275	208	261	303	228	124	146
2810001G20Rik	901	34	54	24	58	74	30
2810002D19Rik	1482	18	55	57	36	37	36
2810004N23Rik	1382	1881	1948	1954	2439	2235	1925
2810006K23Rik	2880	128	163	123	154	153	160
2810013P06Rik	2028	150	238	170	242	130	107
2810021J22Rik	4892	228	233	256	336	274	169
2810025M15Rik	1194	338	414	408	398	365	372
2810029C07Rik	1954	47	104	81	68	47	52
2810032G03Rik	1258	0	0	0	0	0	2
2810047C21Rik1	1644	2	14	6	10	3	0
2810049E08Rik	1102	0	0	0	0	0	0
2810403A07Rik	2999	2066	2471	2362	2867	2586	2369
2810403D21Rik	1005	50	72	43	77	55	61
2810404M03Rik	1245	0	0	0	0	0	0
2810405F15Rik	1549	0	0	0	0	0	0
2810408A11Rik	1674	19	14	12	17	4	6
2810408I11Rik	713	20	44	83	72	70	45
2810410L24Rik	1707	0	0	0	0	2	0
2810417H13Rik	2387	4	2	20	22	12	2
2810428I15Rik	657	159	307	293	297	297	211
2810429I04Rik	585	26	34	18	23	20	16
2810433D01Rik	1334	0	5	4	0	2	0
2810442N19Rik	919	0	0	4	0	0	0
2810454H06Rik	2825	26	54	46	32	30	12
2810459M11Rik	3331	0	10	10	0	0	0
2810468N07Rik	1349	0	0	0	0	0	0
2810471M01Rik	1597	0	0	0	0	0	1
2810474O19Rik	6149	8738	10620	9013	10550	9696	8877
2900005J15Rik	2033	6	1	2	4	4	0
2900008C10Rik	1360	2	0	0	0	0	8
2900009J06Rik	464	2	3	0	0	0	2
2900011O08Rik	2355	9	11	6	6	13	6
2900026A02Rik	5838	50	52	62	44	48	34
2900041M22Rik	1344	0	0	0	4	0	0
2900052N01Rik	2585	0	2	1	0	0	0
2900055J20Rik	726	0	0	0	0	0	0
2900057B20Rik	1016	8	5	4	0	4	2
2900060B14Rik	597	96	144	147	212	145	147
2900076A07Rik	854	37	18	12	22	23	7
2900079G21Rik	6716	0	8	6	9	12	0
2900092C05Rik	851	0	1	0	1	0	0
2900092D14Rik	2841	0	6	12	4	6	0
2900097C17Rik	4917	6936	7790	7623	8480	8056	7944
3000002C10Rik	1278	55	107	90	71	68	77
3010001F23Rik	1150	0	1	0	0	2	5
3010026O09Rik	1140	216	242	364	212	280	196
3100003L05Rik	664	0	2	0	0	0	0
3110001I22Rik	1611	246	287	333	384	291	249
3110002H16Rik	2129	3691	4401	4962	4633	4005	3686
3110009E18Rik	1089	23	21	13	40	31	50
3110009F21Rik	1621	0	0	0	0	0	0
3110015C05Rik	938	0	5	0	13	0	0
3110021A11Rik	824	4	2	2	3	0	6
3110021N24Rik	1812	165	181	196	219	152	156
3110035E14Rik	3187	32	82	35	24	8	23
3110039I08Rik	6965	7	8	10	9	7	0
3110039M20Rik	854	0	0	0	0	0	0
3110040N11Rik	857	128	139	127	157	121	154
3110043O21Rik	3198	25	58	68	36	38	59
3110045C21Rik	1135	11	1	15	29	17	31
3110052M02Rik	4367	24	39	4	42	39	38
3110056K07Rik	1588	38	86	64	64	71	85
3110057O12Rik	2492	33	54	60	104	57	43
3110062M04Rik	3725	54	77	94	67	43	60
3110070M22Rik	1128	7	4	10	18	10	6
3110079O15Rik	462	2	0	4	0	0	0
3110082I17Rik	1461	256	284	247	259	271	235
3110082J24Rik	767	0	0	0	1	0	12
3110099E03Rik	2644	1	0	0	0	0	2
3200001D21Rik	2283	14	32	26	17	2	4
3300002I08Rik	648	16	17	35	21	27	17
3300002P13Rik	1092	0	0	0	0	4	0
3300005D01Rik	1281	0	0	11	8	0	0
3425401B19Rik	5547	39	68	55	59	73	71
3632451O06Rik	2748	6	0	4	3	8	6
3632454L22Rik	5236	0	4	0	0	0	0
3830403N18Rik	1020	6	0	8	2	0	14
3830406C13Rik	2559	76	126	74	138	84	118
3830408C21Rik	1898	24	48	24	16	14	10
3830417A13Rik	1649	44	58	10	48	66	24
3830432H09Rik	2414	32	10	14	40	29	36
3930402G23Rik	2847	0	4	0	2	0	0
4430402I18Rik	2152	6	28	14	40	24	35
4631405J19Rik	1231	0	0	0	0	0	0
4632404H12Rik	2951	20	22	24	31	23	18
4632415L05Rik	4114	102	132	172	296	176	260
4632427E13Rik	669	179	193	142	175	192	124
4632428C04Rik	2428	0	0	4	0	0	0
4632428N05Rik	4846	74	123	130	93	78	60
4732416N19Rik	551	3	1	7	0	10	0
4732456N10Rik	2534	0	0	0	0	0	11
4732471J01Rik	4328	53	84	60	67	85	93
4732490B19Rik	2446	0	2	0	0	1	4
4732491K20Rik	3174	0	0	8	0	0	0
4831407H17Rik	1188	0	6	12	0	0	7
4831440E17Rik	4677	198	274	328	347	184	147
4833411C07Rik	1202	0	10	0	0	6	0
4833412C05Rik	1083	0	1	2	4	0	0
4833415N18Rik	1000	0	0	0	0	0	0
4833417C18Rik	1319	41	37	28	8	19	15
4833418N02Rik	1530	8	8	8	14	4	18
4833419F23Rik	881	3	0	0	0	0	0
4833420G17Rik	2700	692	806	676	746	617	644
4833422C13Rik	5617	4	0	2	10	8	4
4833422M21Rik	1365	10	2	0	2	2	8
4833423E24Rik	1685	1	0	0	0	0	0
4833427F10Rik	1475	4	6	2	0	2	2
4833427G06Rik	775	0	0	0	4	0	0
4833428L15Rik	1259	0	2	0	0	0	6
4833439L19Rik	2674	583	688	779	902	713	595
4921501E09Rik	3916	0	0	0	2	0	0
4921504A21Rik	2156	0	2	0	0	4	0
4921504E06Rik	2004	0	0	0	0	0	0
4921506M07Rik	1479	61	115	54	115	60	60
4921507L20Rik	1550	24	56	21	38	24	17
4921507P07Rik	2334	11	18	16	25	10	7
4921508D12Rik	1075	0	0	0	0	0	0
4921509C19Rik	2682	0	4	0	4	0	0
4921509O07Rik	2567	0	0	0	0	0	2
4921511C10Rik	1463	9	8	27	13	8	17
4921511C20Rik	1606	1	0	0	0	0	0
4921511H03Rik	1046	0	0	1	0	0	0
4921511I17Rik	1341	0	0	0	0	0	0
4921511M17Rik	3936	0	0	0	0	0	0
4921513I03Rik	1747	0	0	0	1	6	5
4921515E04Rik	2309	0	0	0	0	4	5
4921517D22Rik	3142	8	14	8	10	0	8
4921518K17Rik	3390	30	24	23	25	12	16
4921524J17Rik	1595	1338	1430	1501	2029	1659	1727
4921524L21Rik	1480	7	10	11	2	2	0
4921525O09Rik	3272	0	0	0	4	0	7
4921529L05Rik	1518	0	0	4	23	6	20
4921530L21Rik	1156	0	0	0	0	0	0
4921531C22Rik	1905	49	66	90	73	69	80
4921531P14Rik	522	0	0	0	6	0	2
4921533I20Rik	1000	12	10	0	16	0	11
4921534H16Rik	2838	0	0	0	0	0	0
4921536K21Rik	2618	19	18	8	41	11	22
4921539E11Rik	2448	0	5	2	0	0	0
4922502D21Rik	1566	0	1	0	2	0	0
4922502H24Rik	405	0	0	0	0	0	0
4922502N22Rik	1149	1	0	0	0	0	0
4930401C15Rik	865	0	0	4	0	0	0
4930401O10Rik	787	0	0	2	0	0	0
4930401O12Rik	841	0	1	0	0	0	0
4930402F06Rik	1371	0	0	0	0	0	0
4930402F11Rik	1000	0	0	0	0	0	2
4930402H24Rik	4951	2216	2677	2292	2647	2239	2069
4930402K13Rik	1781	2	10	12	2	4	0
4930404A05Rik	712	0	4	0	4	0	6
4930404H11Rik	767	0	0	0	1	4	0
4930404I05Rik	978	13	13	3	10	6	5
4930404N11Rik	695	182	156	150	224	159	121
4930405A10Rik	976	0	0	0	0	4	0
4930405A21Rik	995	15	19	11	19	7	7
4930405D11Rik	649	6	0	0	2	1	0
4930405J17Rik	629	308	293	289	344	199	241
4930405L22Rik	581	0	0	0	0	0	1
4930405O22Rik	956	4	13	17	26	13	8
4930406D18Rik	691	0	0	4	0	0	0
4930407G08Rik	698	0	0	0	0	0	2
4930407I10Rik	4673	6	6	4	6	2	8
4930407I19Rik	923	0	0	2	0	0	0
4930412B13Rik	1276	0	0	0	0	8	0
4930412C18Rik	3969	5	1	0	0	0	2
4930412O13Rik	4039	13	8	18	18	6	4
4930413E15Rik	1290	0	0	0	0	0	0
4930413F20Rik	1096	0	0	13	0	0	0
4930413G21Rik	1402	238	314	250	493	433	341
4930413M19Rik	600	0	0	0	0	0	0
4930414N06Rik	610	5	9	23	12	15	8
4930415F15Rik	753	0	0	0	2	1	0
4930415L06Rik	2618	0	6	0	0	6	18
4930415O20Rik	566	13	11	21	14	0	9
4930417O13Rik	1093	1	0	0	0	0	0
4930417O22Rik	1185	0	6	6	6	2	6
4930419G24Rik	1058	0	0	0	0	0	0
4930423M02Rik	1205	0	0	0	0	0	0
4930425K10Rik	741	0	0	4	0	0	0
4930425L21Rik	871	2	6	2	6	0	4
4930425O10Rik	1418	0	2	0	0	0	0
4930426D05Rik	1621	0	0	0	0	0	0
4930426L09Rik	1486	0	0	6	0	0	1
4930427A07Rik	3355	664	776	720	706	764	674
4930428D20Rik	540	0	0	0	4	0	0
4930428E07Rik	919	0	0	0	0	0	0
4930428G15Rik	807	0	2	6	4	0	0
4930428O21Rik	1740	4	0	0	0	2	0
4930429B21Rik	1950	0	0	6	0	2	0
4930429D17Rik	1624	10	10	3	0	0	0
4930429F11Rik	1616	0	0	0	2	0	0
4930429F24Rik	1520	13	8	1	8	10	2
4930430A15Rik	1838	2	0	2	2	14	8
4930430F08Rik	2419	30	50	52	79	35	27
4930430F21Rik	804	0	0	0	0	0	0
4930430J02Rik	448	0	2	0	5	8	4
4930431F12Rik	2262	0	0	0	0	0	0
4930431P03Rik	2282	1	0	0	0	0	0
4930432J09Rik	3132	0	4	0	0	0	0
4930432K21Rik	2494	1201	1281	1204	2031	1525	1723
4930432M17Rik	1127	0	0	0	0	0	0
4930433B08Rik	646	0	0	0	0	0	0
4930433I11Rik	2022	0	0	2	0	0	0
4930433N12Rik	1382	0	8	10	6	3	0
4930434J06Rik	1548	0	0	1	0	0	0
4930435E12Rik	1368	0	1	0	14	3	0
4930438E09Rik	776	4	0	4	0	2	1
4930440C22Rik	1565	0	2	0	0	0	0
4930440I19Rik	1038	0	1	2	0	0	0
4930441H08Rik	499	0	0	0	2	0	4
4930441J16Rik	516	0	0	0	0	0	1
4930442J19Rik	1466	0	0	2	0	0	0
4930442L01Rik	2051	4	1	2	1	0	0
4930443O20Rik	1443	7	9	7	4	15	1
4930444F02Rik	4202	0	0	0	2	4	0
4930444G20Rik	1771	0	0	1	0	0	0
4930444M15Rik	1658	9	4	16	0	2	4
4930444P10Rik	1844	115	126	147	117	173	172
4930445N18Rik	886	6	6	0	6	7	0
4930447A16Rik	587	3	1	2	1	4	0
4930447C04Rik	1910	147	195	157	181	118	164
4930447F24Rik	1414	2	1	0	0	0	0
4930447J18Rik	825	2	0	4	0	6	2
4930447K03Rik	1033	0	7	7	4	0	6
4930447M23Rik	2338	0	8	0	0	0	0
4930447N08Rik	1156	0	0	0	0	0	0
4930448C13Rik	806	0	0	1	0	0	1
4930448F12Rik	859	0	0	0	0	0	0
4930448H16Rik	604	2	13	10	10	12	12
4930448I06Rik	573	0	0	0	0	0	0
4930448I18Rik	733	0	0	0	0	1	0
4930448K20Rik	1433	0	0	0	0	0	0
4930449E01Rik	601	4	0	1	0	0	1
4930449E18Rik	391	0	0	0	1	4	0
4930449I24Rik	1168	0	0	0	0	0	0
4930451G09Rik	2832	42	99	70	92	41	59
4930451I11Rik	475	5	7	24	2	0	9
4930452A19Rik	590	1	0	3	0	8	3
4930452B06Rik	2751	33	31	42	42	15	29
4930452G13Rik	1080	4	0	8	0	2	0
4930452N14Rik	613	0	0	0	0	0	0
4930453H23Rik	1719	0	4	0	0	6	0
4930453L07Rik	1439	2	0	0	4	10	0
4930453N24Rik	1331	2084	2200	2171	3066	2698	2379
4930455B14Rik	1097	0	0	1	3	0	0
4930455C13Rik	1016	2	8	15	3	4	4
4930455D15Rik	1616	35	20	13	48	41	41
4930455F16Rik	936	0	0	0	2	0	0
4930455G09Rik	629	14	2	7	33	10	14
4930455H04Rik	1341	0	0	0	0	0	0
4930455J16Rik	1627	0	0	0	0	0	0
4930456L15Rik	1185	0	0	0	0	0	0
4930459C07Rik	1207	0	0	0	0	0	0
4930459L07Rik	418	0	0	0	2	0	1
4930461G14Rik	780	4	0	2	0	1	0
4930463O16Rik	2329	0	2	2	0	0	4
4930465K10Rik	1262	19	7	34	10	10	12
4930465M20Rik	1443	0	0	0	0	0	0
4930467D21Rik	2995	0	5	0	0	0	6
4930467E23Rik	2589	0	0	0	0	0	0
4930467K11Rik	723	0	6	0	0	0	0
4930469G21Rik	954	2	0	0	0	9	0
4930470H14Rik	1734	0	0	2	0	0	2
4930470O06Rik	660	0	0	0	0	0	0
4930470P17Rik	1395	0	0	0	0	0	18
4930471C04Rik	865	0	0	6	1	0	1
4930471G03Rik	669	68	89	91	82	78	33
4930471M09Rik	1112	0	8	5	4	4	0
4930473A02Rik	1409	8	24	11	11	10	20
4930473O22Rik	1465	0	0	0	0	0	0
4930474G06Rik	2663	0	10	0	2	0	0
4930474H20Rik	1479	0	1	0	0	0	4
4930474M22Rik	613	2	0	0	0	0	0
4930474N05Rik	839	0	0	7	0	0	0
4930474N09Rik	1176	0	1	0	2	0	2
4930477N07Rik	686	0	0	4	0	0	2
4930478L05Rik	1880	23	30	11	29	13	24
4930478P22Rik	2060	0	2	0	2	0	0
4930479D17Rik	740	2	1	10	0	1	9
4930480E11Rik	1486	0	0	0	0	0	0
4930480G23Rik	1259	0	0	0	0	0	0
4930480K15Rik	2199	0	2	0	0	0	2
4930480K23Rik	3755	9	26	8	26	13	11
4930480M12Rik	550	0	0	2	0	0	0
4930481A15Rik	2165	6	14	7	10	23	10
4930482G09Rik	828	0	0	0	0	0	0
4930483J18Rik	1094	1	3	0	29	10	17
4930483K19Rik	1237	7	22	0	3	10	13
4930483O08Rik	1030	7	2	1	6	0	0
4930484H19Rik	1750	8	4	2	1	4	0
4930486F22Rik	563	0	0	0	0	0	0
4930486I03Rik	786	0	0	0	0	0	0
4930486L24Rik	1373	14	0	4	8	1	4
4930487D11Rik	341	0	0	0	0	0	0
4930487H11Rik	895	6	6	0	0	0	0
4930488B22Rik	1722	0	0	0	0	0	0
4930488L21Rik	1862	6	2	12	4	0	0
4930500F04Rik	576	0	1	0	0	0	0
4930500L23Rik	745	461	475	479	655	584	635
4930502A04Rik	865	2	0	4	6	6	2
4930502E09Rik	755	12	12	4	6	3	15
4930502E18Rik	1203	10	8	4	6	10	12
4930503B20Rik	1014	0	0	0	0	0	0
4930503E14Rik	1289	8	0	2	11	2	9
4930503E24Rik	1333	0	0	0	0	0	0
4930503F20Rik	984	0	1	4	7	0	0
4930503H13Rik	635	0	0	0	0	0	0
4930503L19Rik	2291	18	26	60	30	38	42
4930503O07Rik	578	0	0	0	0	0	0
4930504C09Rik	1101	0	0	10	0	0	0
4930504O13Rik	598	0	0	0	0	0	0
4930505A04Rik	925	0	0	4	6	0	0
4930505G20Rik	561	0	0	0	0	0	1
4930505K13Rik	547	0	4	1	0	3	0
4930505K14Rik	515	0	0	0	0	0	0
4930506A18Rik	1028	2	0	0	0	0	0
4930506C21Rik	975	38	32	27	45	33	21
4930507D05Rik	2194	64	63	102	98	54	67
4930507D10Rik	1152	0	0	0	0	0	0
4930509E16Rik	1191	2	6	9	30	20	24
4930509J09Rik	1526	0	0	0	0	0	0
4930509K18Rik	1810	1	2	0	6	0	5
4930511A02Rik	1935	0	0	0	0	0	2
4930511A08Rik	392	4	6	2	0	0	6
4930511E03Rik	2232	0	0	0	0	0	0
4930511M06Rik	3432	0	0	0	1	2	0
4930512B01Rik	1421	74	63	26	68	39	68
4930512J16Rik	1859	0	0	0	0	0	0
4930512M02Rik	729	0	0	1	0	1	0
4930513D17Rik	1202	0	0	0	0	0	0
4930513N10Rik	2803	315	333	393	375	273	231
4930513O06Rik	802	0	0	0	4	0	0
4930515B02Rik	593	0	0	0	0	0	0
4930515G01Rik	1251	36	41	45	53	39	40
4930515G16Rik	466	0	0	0	0	0	0
4930515L03Rik	485	0	0	0	0	0	0
4930515L19Rik	769	0	0	0	0	0	0
4930517E11Rik	1457	0	0	0	2	0	0
4930517M08Rik	975	0	0	0	0	0	0
4930518J21Rik	573	0	0	0	0	0	0
4930518P08Rik	1185	7	4	15	8	2	2
4930519D14Rik	1136	0	0	0	0	0	0
4930519F09Rik	1545	0	4	0	0	0	0
4930519F16Rik	1166	69	102	60	124	88	72
4930519F24Rik	577	0	0	0	0	0	0
4930519G04Rik	2041	151	123	118	203	155	182
4930519H02Rik	968	0	0	1	1	0	4
4930519K11Rik	464	0	0	0	0	0	0
4930520O04Rik	1255	64	96	100	94	48	70
4930520P13Rik	505	1	3	0	0	0	0
4930521E06Rik	906	0	0	0	0	0	0
4930522H14Rik	968	4	22	7	6	14	21
4930522O17Rik	452	0	0	0	3	4	0
4930523C07Rik	5390	0	0	5	8	2	0
4930523O13Rik	1298	0	0	0	0	0	0
4930524B15Rik	1959	14	23	8	54	9	49
4930524B17Rik	1870	0	0	0	0	0	0
4930524C18Rik	1895	0	4	0	1	2	0
4930524N10Rik	919	0	0	0	0	0	0
4930524O05Rik	592	0	6	7	4	6	0
4930524O08Rik	1451	0	0	0	0	0	0
4930525C09Rik	805	0	0	0	0	0	1
4930525D18Rik	936	10	25	19	19	30	37
4930525G20Rik	2987	12	8	0	1	4	18
4930526H09Rik	1178	0	0	3	4	1	0
4930526I15Rik	1215	124	116	164	159	162	124
4930526L06Rik	1020	0	0	0	0	0	0
4930527F14Rik	734	4	0	10	0	2	1
4930527G23Rik	581	0	0	0	0	0	0
4930528A17Rik	2122	37	62	77	100	59	46
4930528D03Rik	1239	6	0	2	0	0	0
4930528G23Rik	1723	0	0	2	0	6	0
4930528H21Rik	494	2	0	0	0	0	0
4930528P14Rik	507	0	0	0	0	0	0
4930529C04Rik	3531	0	0	0	0	2	2
4930529K09Rik	622	0	0	0	0	0	0
4930529L06Rik	297	0	1	0	2	2	2
4930532I03Rik	1841	0	0	0	0	0	0
4930532M18Rik	481	0	0	0	0	0	0
4930533B01Rik	1029	0	1	0	0	0	0
4930533N22Rik	1527	0	0	0	1	0	0
4930533P14Rik	583	0	2	0	0	0	0
4930538K18Rik	1504	11	6	12	14	3	4
4930539C22Rik	970	0	2	0	0	0	0
4930539E08Rik	4594	43	60	38	35	22	45
4930539J05Rik	499	24	61	61	61	55	55
4930539M17Rik	848	8	15	13	9	10	12
4930539N22Rik	1077	0	2	6	4	4	2
4930540M03Rik	433	0	3	0	0	0	0
4930542C21Rik	954	15	31	19	20	12	7
4930542D17Rik	1362	4	2	0	12	11	13
4930543E12Rik	1427	4	0	0	0	2	2
4930543N07Rik	1117	0	0	2	0	0	0
4930544D05Rik	653	4	18	12	18	21	10
4930544G11Rik	1444	0	0	0	0	0	0
4930544M13Rik	1412	0	2	0	0	0	0
4930545E07Rik	862	0	0	0	0	0	0
4930545H06Rik	769	0	0	0	0	1	0
4930545L23Rik	2502	0	10	0	4	0	0
4930546C10Rik	2322	0	0	0	1	0	0
4930546K05Rik	3539	0	1	0	0	0	0
4930547E08Rik	541	18	11	19	18	12	10
4930547E14Rik	549	0	0	2	3	2	0
4930548G14Rik	1185	0	0	0	0	0	0
4930548H24Rik	1427	10	11	18	21	8	9
4930548J01Rik	731	0	0	0	0	0	0
4930548K13Rik	561	0	0	0	0	0	0
4930549C01Rik	670	0	0	4	1	0	0
4930549C15Rik	1267	0	0	0	0	0	0
4930549G23Rik	580	92	94	131	100	72	73
4930550C14Rik	1237	18	33	35	26	12	13
4930550C17Rik	1411	2	2	3	1	0	4
4930550L24Rik	1572	74	250	182	181	82	140
4930552N02Rik	1188	0	0	0	0	0	0
4930552P12Rik	2496	6	1	8	4	12	26
4930553C11Rik	793	0	2	0	0	2	0
4930553E22Rik	539	0	0	0	0	0	0
4930554C24Rik	1084	0	0	0	0	0	6
4930554G24Rik	1603	0	0	0	0	0	0
4930554H23Rik	2540	0	6	0	2	0	8
4930554I06Rik	589	2	0	0	0	0	1
4930555B11Rik	1533	15	24	17	22	23	34
4930555B12Rik	280	0	0	0	0	0	0
4930555G01Rik	2065	0	0	2	0	1	0
4930555G21Rik	538	0	1	0	2	0	0
4930555K05Rik	544	0	0	0	0	0	0
4930556C24Rik	907	4	0	0	0	0	0
4930556G01Rik	891	19	22	31	37	41	63
4930556J02Rik	677	2	0	0	0	8	2
4930556M19Rik	4350	14	27	7	10	7	1
4930556N09Rik	1015	0	0	0	0	1	0
4930556N13Rik	1034	97	142	163	194	133	122
4930557A04Rik	550	0	0	0	1	0	0
4930557F10Rik	637	4	4	3	4	5	0
4930557J02Rik	1075	6	1	2	14	0	14
4930557K07Rik	362	3	17	10	14	7	18
4930558C23Rik	734	4	7	4	0	0	2
4930558F17Rik	1572	0	0	0	0	0	0
4930558G05Rik	585	0	1	0	0	1	0
4930558J18Rik	2052	40	28	25	19	30	21
4930558K02Rik	1164	1	0	0	0	0	0
4930559C10Rik	650	0	0	0	0	0	0
4930562C15Rik	3829	231	325	268	371	313	314
4930562F07Rik	887	0	0	0	0	0	0
4930563D23Rik	2679	0	0	0	4	6	0
4930563E18Rik	1553	16	12	4	12	2	16
4930563E22Rik	3313	23	60	100	58	0	36
4930563F08Rik	515	0	3	5	0	0	0
4930563H07Rik	628	0	0	0	0	0	0
4930563M20Rik	558	1	2	0	0	0	9
4930563M21Rik	792	2	0	0	0	0	1
4930564B18Rik	869	0	0	0	0	2	0
4930564C03Rik	1182	38	52	50	64	70	54
4930564D02Rik	737	0	0	0	0	0	0
4930565D16Rik	1112	6	0	1	0	0	0
4930565N06Rik	2416	48	45	35	27	40	45
4930567H12Rik	955	0	0	0	0	0	1
4930567H17Rik	840	0	0	3	6	0	0
4930567J20Rik	709	0	0	0	0	1	0
4930567K12Rik	1281	0	0	0	0	0	0
4930567K20Rik	444	0	0	0	0	0	0
4930568D16Rik	1227	0	1	0	0	0	0
4930568E12Rik	781	0	0	0	0	0	0
4930568G15Rik	998	0	0	0	2	0	5
4930570G19Rik	4170	0	0	0	0	1	0
4930571K23Rik	2153	0	0	0	0	0	0
4930571O06Rik	418	0	0	0	0	0	1
4930572K03Rik	931	0	0	0	0	0	0
4930572O03Rik	1167	3	2	2	4	7	19
4930572O13Rik	774	0	0	4	0	0	0
4930573O16Rik	407	0	0	0	0	0	0
4930577N17Rik	1647	13	1	26	17	4	3
4930578C19Rik	1799	0	0	2	0	0	0
4930578E11Rik	2140	0	6	0	0	0	0
4930578I06Rik	1033	2	0	0	0	0	3
4930578M01Rik	907	0	3	0	4	0	0
4930578N18Rik	511	0	0	0	0	0	0
4930579F01Rik	1715	21	14	6	22	11	15
4930579G18Rik	1461	114	123	120	97	54	57
4930579G24Rik	1969	14	20	34	17	12	10
4930579H20Rik	1516	0	0	0	4	0	0
4930579J19Rik	851	16	4	12	14	1	12
4930579K19Rik	1152	0	2	4	0	6	0
4930579P08Rik	1227	0	0	2	0	4	0
4930581F22Rik	2402	16	19	6	1	4	0
4930583K01Rik	883	21	6	23	15	24	18
4930583P06Rik	733	0	0	0	0	0	0
4930584F24Rik	1188	0	2	0	0	0	0
4930586N03Rik	881	0	4	3	2	2	0
4930587E11Rik	983	0	1	0	0	0	0
4930590J08Rik	3395	60	66	74	33	90	53
4930590L20Rik	551	0	0	0	0	0	0
4930591A17Rik	735	21	39	28	50	22	34
4930591E09Rik	486	0	0	0	0	2	0
4930592A05Rik	1006	0	1	0	0	1	0
4930592I03Rik	987	0	4	4	0	0	8
4930593A02Rik	938	0	0	0	0	0	0
4930593C16Rik	583	0	0	12	9	15	1
4930594C11Rik	2755	44	67	45	38	36	8
4930594O21Rik	1139	4	0	0	0	4	4
4930595D18Rik	818	16	5	8	6	3	14
4930595M18Rik	2645	0	0	2	1	0	0
4930596D02Rik	1162	0	0	0	0	1	0
4930596I21Rik	460	21	38	45	20	9	8
4930597A21Rik	698	0	2	0	0	0	0
4930597G03Rik	1140	0	0	4	6	0	0
